Catalyst Products Export 
Report Generated at: Tue Oct 14 2025 23:44:06 GMT+0800 (China Standard Time)
ASIN,Product Name,Brand,Category,Revenue (Monthly),Units Sold (Monthly),Price,Fees,Net,Rank,Reviews,LQS,Sellers,Date First Available,Buy Box Owner,Rating,Dimensions,Product Tier,Weight,Variant Differences
"B0DZSYZG5P","160 Count Cone Coffee Filters #4  Unbleached 04 Coffee Filters 8-12 Cup  Disposable Natural Paper Filters  No.4 Cone Filters For Ninja  Pour Over and Drip Coffee Maker","Clinuse","Home & Kitchen","$16,838.27","1,873","$8.99","$7.44","$1.55","1,041","43","7","1","07/10/2024","Clinuse Direct","4.5","0.91 x 10.39 x 14.53 in","Large standard","0.82 lb","Style Name"
"B0FMTSRKYL","Keurig K-Mini Mate Single Serve K-Cup Pod Coffee Maker  Brews Up to 12 oz Cup  Compact Portable Coffee Machine for Small Spaces  Dorms & Offices  Black","Keurig","Home & Kitchen","$1,136,287.65","16,235","$69.99","$17.11","$52.88","1,075","2","7","2","09/24/2025","Amazon.com","5.0","5.55 x 10.98 x 12.32 in","Large standard","4.429 lb","Color, Size"
"B0DK33JBFV","OhGeni 100% Waterproof Twin-2 Pack Mattress Protector  Fitted Sheet with Stretchable Pockets  Deep Sleep Noiseless Soft. Breathable Cooling Hypoallergenic Material  Bed Cover for Mattress","OhGeni","Home & Kitchen","$617,245.65","15,435","$39.99","$14.39","$25.60","1,076","11","7","1","10/15/2024","Aborder Products","4.4","3.15 x 12.28 x 15.55 in","Large standard","3.951 lb","Color Name, Size Name"
"B0DD38HM9T","Cordless Roller Shades Blackout Blinds for Windows Room Darkening Rolled Up Shades with Spring System  UV Protection Natural Linen Fabric Window Shades Door Blinds for Home（54"" W x 72"" H  Linen Cream","AOSKY","Home & Kitchen","$1,114,815.20","14,480","$76.99","$23.29","$53.70","1,094","4","7","1","09/30/2024","AOSKY","5.0","2.5 x 3 x 58 in","Large bulky","0.65 lb","Color Name, Size Name"
"B06XWYKQXS","SONORO KATE Bed Sheet Set Super Soft Microfiber 1800 Thread Count Luxury Egyptian Sheets 16-Inch Deep Pocket Wrinkle and Hypoallergenic-4 Piece(King Purple)","SONORO KATE","Home & Kitchen","$553,352.50","14,225","$38.90","$14.46","$24.44","1,097","25","9","1","03/23/2017","SONORO KATE","3.7","5.35 x 9.84 x 13.46 in","Large standard","3.84 lb","Color Name, Size Name"
"B0F452YBW1","Ninja Luxe Cafe Premier Series  Espresso Machine  Drip Coffee  Rapid Cold Brew  Integrated Grinder  Hands-Free Frother  with Knock Box  Water Filter  Cleaning Tablets  Descaler  ES601GM","Ninja","Home & Kitchen","$4,502,924.95","7,505","$599.99","$113.90","$486.09","1,157","33","7","1","05/22/2025","Amazon.com","4.4","15.5 x 15.5 x 20.5 in","Large bulky","32.249 lb","Color Name, Style Name"
"B0DT4TSF9J","Americanflat 5x7 Picture Frame with Shatter-Resistant Glass - Use as 4x6 with Mat or 5x7 Without Mat - Hudson Collection - Distressed White Photo for Tabletop and Wall Display","Americanflat","Home & Kitchen","$69,220.71","6,929","$9.99","$6.71","$3.28","1,169","4","6","1","02/12/2025","Amazon.com","5.0","1.26 x 8.35 x 10.09 in","Large standard","1.14 lb","Color Name, Size Name"
"B0D8T6W6ZT","Airkeep Reed Diffuser Set 6.76 fl oz (200 ml) - White Jasmine Oil Diffusers with 8 Reed Sticks  Home Fragrance Reed Diffuser for Bathroom Shelf Decor","Airkeep","Home & Kitchen","$243,458.21","12,179","$19.99","$9.36","$10.63","1,256","22","7","1","07/04/2024","Airkeep","4.4","4.21 x 4.29 x 10.24 in","Large standard","1.281 lb","Scent Name, Size Name"
"B0CJYCKZV2","DREAMCARE Queen Size Sheets - Floral Sheets Queen Size Bed Set - 4pcs Queen Sheet Set - Cooling Bed Sheets - Queen Size Sheet Sets - Soft & Long Lasting 100% Brushed Floral Bed Set - Floral Pink","DREAMCARE","Home & Kitchen","$349,385.55","12,945","$26.99","$12.04","$14.95","1,259","27","7","1","04/06/2023","Home to Living","3.9","3.39 x 9.84 x 11.38 in","Large standard","3.111 lb","Color Name, Size Name"
"B0F1GC8RWK","Shark CarpetXpert HairPro Upright Carpet Cleaner  Perfect for Pets  Lightweight & Powerful  Dirt  Grime  Hair & Odor Removal  Carpet Shampooer  Pet Cleaning Solution  Magenta  EX221BRN","Shark","Home & Kitchen","$1,875,924.96","7,504","$249.99","$64.44","$185.55","1,286","28","7","1","04/01/2025","Amazon.com","4.5","12.91 x 15.98 x 29.13 in","Large bulky","18.6 lb","Style Name"
"B00DH4DNXC","Aluf Plastics High Performance Queen Size Mattress 2.5 MIL (eq) Clear Waterproof Cover Bags - 72"" x 94"" - Pack of 30 - for Moving  Storage  & Commercial","Ultrasac","Home & Kitchen","$680,380.31","10,469","$64.99","$27.14","$37.85","1,297","4","7","2","06/19/2013","Amazon.com","3.6","7 x 7.5 x 35 in","Large bulky","23.629 lb","N.A."
"B0F468NMZH","iRobot Roomba 104 Vac Robot Vacuum - Intense Power-Lifting Suction  Smart & Fast Home Mapping  Ideal for Pet Hair  LiDAR Navigation  Multi-Surface Cleaning  Cleans in Neat Rows  Self-Charging","iRobot","Home & Kitchen","$1,250,943.07","7,943","$157.49","$38.40","$119.09","1,471","24","5","5","08/19/2025","Amazon.com","4.8","6.614 x 14.173 x 17.52 in","Large bulky","10.185 lb","N.A."
"B0F2KM1J89","GÜTEWERK Shower Squeegee for Glass Doors  Silicone Window Squeegee  Bathroom and Glass Cleaning - Black - 13 Inch","GÜTEWERK","Home & Kitchen","$378,372.81","14,019","$26.99","$10.56","$16.43","1,644","1","6","1","03/26/2025","GUTEWERK","5.0","1.77 x 8.7 x 13.35 in","Large standard","0.84 lb","Color Name, Size Name"
"B0D7CFJKDQ","red orange gold Fringe Curtain Party Streamers 2Pack 3.3 x 8.3 Ft Foil Fringe Backdrop Curtains for Birthday Wedding Bridal Baby Shower Holiday Tinsel Streamers Rainbow Party Decorations Door Streamer","UWPVOWSR","Home & Kitchen","$63,294.45","9,055","$6.99","$5.77","$1.22","1,739","12","9","1","06/18/2024","UWPVOWSR","4.9","1.06 x 8.27 x 9.37 in","Large standard","0.351 lb","Color Name, Size Name"
"B0FB3WKXBM","Large Fall Candle Cinnamon Clove Scented  3-Wick 22oz Long Lasting Scented Candle  Natural Soy Wax Aromatherapy Candle for Home  Autumn Candle Gifts for Women Men","FF FRAGRFLOWING","Home & Kitchen","$119,700.65","4,435","$26.99","$11.09","$15.90","1,748","20","7","1","05/28/2025","FF FRAGRFLOWING","4.7","4.69 x 4.76 x 5.71 in","Large standard","2.429 lb","Scent Name"
"B0CR3TT3LG","VAEHOLD Silver Hat and Coat Wall Mount Rack - Coat Rack with 4 Hooks for Robes  Bags  Keys  and Towels - Bathroom Towel Hanger Organizer (2 Pack)","VAEHOLD","Home & Kitchen","$273,057.83","10,117","$26.99","$10.03","$16.96","1,795","7","7","1","12/28/2023","CCSTORAGE","3.6","2.2 x 3.98 x 13.43 in","Large standard","1.1 lb","Color Name, Size Name"
"B0FDWKZNLV","8 Pack Extra Large Heavy Duty Moving Bags  Blue Storage Bins with Lids  Reinforced Handles & Heavy-Duty Zippers Moving Boxes Storage Bags Totes for Clothes Packing  Dorms  College Supplies  Blue","ukeetap","Home & Kitchen","$241,172.34","9,283","$25.98","$12.53","$13.45","1,843","39","5","1","08/18/2025","Ukeetap","4.7","5.16 x 8.62 x 14.33 in","Large standard","5.221 lb","Color Name, Size Name"
"B0FP58B41F","MAKE CHANGES Folding Table 6ft - Heavy Duty Plastic Table with Handle  Foldable & Portable  Fold-in-Half Utility Tables for Outdoor  Dining  Wedding  Events  Indoor  Picnic  Camping  Party (White)","MAKE CHANGES","Home & Kitchen","$243,679.38","4,062","$59.99","$31.76","$28.23","1,893","2","7","1","08/29/2025","Amazon.com","5.0","39.87 x 32.5 x 3.5 in","Large bulky","26.01 lb","Size"
"B0DFVTGTCS","Halloween Pumpkin Treat Pail  White  8""  Trick or Treat Decoration (White)","Amloid Co","Home & Kitchen","$33,397.50","4,575","$7.30","$2.08","$5.22","1,941","8","2","20","09/02/2024","the alam,s","4.3","8 x 8 x 8 in","Large standard","0.3 lb","Color"
"B09V7D9KCB","Yakamok Gray Blackout Curtain Panels 84 inches - Light Reducing Thermal Insulated Solid Grommet Blackout Curtains/Panels/Drapes for Living Room 1 Panel  52 inches by 84 Inch  Grey","Yakamok","Home & Kitchen","$314,362.56","10,144","$30.99","$11.51","$19.48","1,972","3","5","1","03/09/2022","Yakamok","5.0","1.97 x 10.47 x 14.25 in","Large standard","1.72 lb","Color Name, Size Name"
"B0FGXQ1LNW","96Pcs Day of The Dead Decorations Set 18 Mexican Party Banners Papel Picado  2 Marigold Garland  50 Marigold Flowers  Table Skirt  Table Runner  24 Butterfly for Dia De Los Muertos Diwali Altar Decor","JMUQ","Home & Kitchen","$147,853.56","7,044","$20.99","$10.19","$10.80","1,993","1","7","1","07/07/2025","EARBBC-us","4.0","5.28 x 6.06 x 9.84 in","Large standard","1.68 lb","Size Name"
"B0DMS2DFYC","Fluest Full Bed Frame with Headboard and Footboard  with Under Bed Storage  All-Metal Support System  No Box Spring Needed  Easy Assembly  Beige","Fluest","Home & Kitchen","$876,112.38","8,762","$99.99","$15.99","$84.00","2,007","2","7","1","11/12/2024","Fluest","4.5","77.5 x 54.3 x 39.3 in","Extra-large 150+ lb","52 lb","Color Name, Size Name"
"B0DNPYZZPY","Sage Green Curtains 132 inches Long 2 Panels Cottage Flower Patterned Lace Sheer Curtains Rod Pocket Extra Long Filtering Boho Floral Drapes for Villa Patio Sliding Door 11 FT 52"" W x 132"" L","YJ YANJUN","Home & Kitchen","$352,349.30","10,070","$34.99","$13.40","$21.59","2,012","2","7","1","12/21/2024","Yanjun store","4.0","14.57 x 11.42 x 2.95 in","Large standard","1.97 lb","Color Name, Size Name"
"B0DP1N11X3","Glade 1-Wick 2in1 Scented Candle Jar  Bubbly Berry Splash & Watermelon Refresher  Air Freshener Infused with Essential Oils  4.08 Oz  2 Count","Glade","Home & Kitchen","$13,747.05","2,295","$5.99","$6.22","N.A.","2,027","39","7","1","11/25/2024","Amazon.com","4.6","4.29 x 5 x 7.56 in","Large standard","1.629 lb","Scent Name"
"B0FNXCQL8Z","Leor & Lair Yellow Taper Candles - 4 Pack 10"" Yellow Candlesticks - Unscented Long Burning Candles for Fall Decor  Dinner Table  Holidays  Weddings  Restaurants & Business Events","Leor & Lair","Home & Kitchen","$79,381.70","8,830","$8.99","$5.47","$3.52","2,045","24","6","1","08/27/2025","BestSource OfficeSupplies","4.4","0.94 x 2.68 x 9.92 in","Large standard","0.489 lb","Color"
"B0D2P6N17M","Awellife Shower Curtain Linen Textured Boho Farmhouse Shower Curtains for Bathroom Fabric Cream Cloth Liner  Long 72"" W x 78"" L","Awellife","Home & Kitchen","$274,922.22","10,578","$25.99","$11.89","$14.10","2,058","17","7","1","06/20/2024","Awellife Store","4.4","2.44 x 12.37 x 14.57 in","Large standard","1.541 lb","Color Name, Size Name"
"B0D6QPH476","JMEXSUSS 4 Pack 50 LED Fairy Lights Battery Operated  16.1ft Waterproof Red & White Twinkle Christmas Lights for Gifts Party Wedding Indoor Outdoor Decorations","JMEXSUSS","Home & Kitchen","$92,022.45","5,755","$15.99","$7.29","$8.70","2,065","10","7","1","06/11/2024","jmexsuss","3.6","2.99 x 3.19 x 4.8 in","Large standard","0.399 lb","Color Name, Size Name"
"B07H56GG46","(30 x 420 in.) Halloween Creepy Cloth  Spooky Giant Cheese Cloth Tapestry for Halloween Party Supplies Decorations Outdoor Yard Home Wall Decor  White","DealKits","Home & Kitchen","$55,521.57","7,943","$6.99","$6.26","$0.73","2,134","12","6","2","09/04/2023","Lelender","4.6","1.26 x 7.05 x 10.2 in","Large standard","0.351 lb","Color Name"
"B0F8J7BWR2","Lineshading 4 Pcs Fall Decorations for Home Thanksgiving Tiered Tray Decor Fall Table Decor Thanksgiving Centerpiece Rustic Wooden Turkey Block Sign for Autumn Harvest Party Table Kitchen Shelf","Lineshading","Home & Kitchen","$176,176.07","9,793","$17.99","$7.84","$10.15","2,180","43","7","1","05/12/2025","Yyjgsanfg","4.8","2.09 x 6.1 x 6.1 in","Large standard","0.571 lb","Style Name"
"B0FP39XK4S","Netflix KPop Demon Hunters (2025) - Group Wall Poster  19L"" x 13W""  Premium Unframed Version","Trends International","Home & Kitchen","$82,130.21","5,479","$14.99","$13.99","$1.00","2,235","23","5","1","N.A.","Amazon.com","4.2","4.87 x 3.62 x 25.62 in","Large bulky","1.47 lb","Color Name, Size Name"
"B0DP2BQ4G5","Voircoloria 2 Pack Brown Foil Fringe Backdrop Curtains  Tinsel Streamers Party Decorations  Fringe Backdrop  Door Shimmer for Thanksgiving Day or Birthday Party","Voircoloria","Home & Kitchen","$50,843.52","7,488","$6.79","$4.00","$2.79","2,243","1","7","1","01/01/2025","Voircoloria","5.0","0.59 x 9.92 x 11.26 in","Small standard","0.26 lb","Color"
"B0CM5MQJP5","BEDELITE Satin Pillowcase with Zipper  Ivory King Size Pillow Cases Set of 2  Super Soft and Cooling Similar to Silk Pillow Cases  Gift for Women Men(20x40 Inches)","BEDELITE","Home & Kitchen","$86,852.39","9,661","$8.99","$6.94","$2.05","2,307","2","7","1","10/31/2023","BEDELITE","4.5","0.83 x 8.5 x 11.61 in","Large standard","0.489 lb","Color Name, Size Name"
"B0CQ55SLWT","Joydeco 72 Inch Blackout Curtains for Bedroom  Black Out Curtains 72 Inch Long  Room Darkening Curtains & Drapes for Living Room Window Rod Pocket Back Tab (W52 x L72 Inch  Black)","Joydeco","Home & Kitchen","$183,126.38","8,482","$21.59","$11.23","$10.36","2,308","49","7","2","12/13/2023","Amazon.com","4.7","2.638 x 10.157 x 16.024 in","Large standard","2.976 lb","N.A."
"B0CQ53WM17","Joydeco Blackout Curtains 84 Inch Length 2 Panels Set  Thermal Insulated Black Out Curtains for Bedroom  Room Darkening Drapes for Living Room Window (W52 x L84 Inch  Navy Blue)","Joydeco","Home & Kitchen","$253,819.02","8,526","$29.77","$12.54","$17.23","2,309","14","7","1","12/13/2023","Joydeco","4.2","2.835 x 10.079 x 15.787 in","Large standard","3.318 lb","N.A."
"B0D7M1BWKT","Bathroom Organizers and Storage 4 Pack Bathroom Accessories Bathroom Decor Home Decor Bathroom Storage and Organization Qtip Holder for Room Decor Aesthetic (Black lids)","MHDCLY","Home & Kitchen","$213,830.76","9,724","$21.99","$10.34","$11.65","2,384","34","5","1","06/20/2024","Porkus life","4.6","5.83 x 7.17 x 7.17 in","Large standard","2.271 lb","Model"
"B0D92H78Y7","30 Pack White Chip Bag Clips for Food - PVC 2 Inch Coated Sealer for Sealing Food - Paper Holder  Clothesline Clip for Laundry Hanging  Kitchen Bags  Multipurpose Clothes Pins","Riveda","Home & Kitchen","$86,363.91","10,809","$7.99","$5.57","$2.42","2,407","20","7","1","07/08/2024","Walnut Home","4.7","0.87 x 5.51 x 7.64 in","Large standard","0.71 lb","Color Name"
"B0FG36412J","OLANLY Thick Bathroom Rugs 36x24  Extra Soft Absorbent Chenille Striped Bath Rugs  Rubber Backing  Machine Wash Dry  Bath Mats for Bathroom Floor  Tub and Shower  Home Decor Accessories  Ivory","OLANLY","Home & Kitchen","$282,719.20","8,080","$34.99","$12.45","$22.54","2,506","47","7","1","09/02/2025","OLANLY","4.6","10 x 5 x 5 in","Large standard","2.6 lb","Color Name, Size Name"
"B0DWP22Z4K","KITCHENAID Fitted Tilt-Head Stand Mixer Cover with Storage Pocket  Quilted 100% Cotton 14.4""x18""x10""  Butter Yellow","KitchenAid","Home & Kitchen","$171,683.72","6,058","$28.34","$10.76","$17.58","2,577","13","7","1","02/10/2025","Amazon.com","4.6","3.543 x 5.866 x 10.118 in","Large standard","0.628 lb","Color Name, Size Name"
"B0FG2ZGB2J","OLANLY Thick Bathroom Rugs 70x24  Extra Soft Absorbent Chenille Striped Bath Rugs  Rubber Backing  Machine Wash Dry  Bath Mats for Bathroom Floor  Tub and Shower  Home Decor Accessories  Sage Green","OLANLY","Home & Kitchen","$371,224.07","6,293","$58.99","$17.08","$41.91","2,651","24","7","1","09/02/2025","OLANLY","4.8","11 x 6 x 6 in","Large standard","4 lb","Color, Item Shape, Size"
"B0FGHBP17M","Smiry Bathroom Toilet Rugs U Shaped 24x20  Extra Soft Absorbent Non Slip Rubber Backing Chenille Contour Bath Rugs for Toilet  Machine Washable Contoured Bath Mats  Grey","Smiry","Home & Kitchen","$29,770.72","2,128","$13.99","$8.61","$5.38","2,703","4","9","1","07/03/2025","Smiry","5.0","4.21 x 4.92 x 10.94 in","Large standard","1.389 lb","Color, Item Shape, Size"
