Catalyst Products Export 
Report Generated at: Tue Oct 14 2025 23:44:47 GMT+0800 (China Standard Time)
ASIN,Product Name,Brand,Category,Revenue (Monthly),Units Sold (Monthly),Price,Fees,Net,Rank,Reviews,LQS,Sellers,Date First Available,Buy Box Owner,Rating,Dimensions,Product Tier,Weight,Variant Differences
"B09P4VGP8J","Kristin Ess Signature Hair Gloss Treatment - Brightening and Toning Glaze for Unisex/Women's Hair in 1 Application - Wild Berry","Kristin Ess","Beauty & Personal Care","$123,378.51","6,709","$18.39","$7.90","$10.49","975","34","5","2","12/23/2021","Amazon.com","4.3","2 x 4 x 6.5 in","Large standard","0.701 lb","Color Name"
"B004YMRQX4","L'Oreal True Match Powder  Natural Ivory [C2]  0.33 oz (Pack of 2)","L'Oreal Paris","Beauty & Personal Care","$525,157.36","22,568","$23.27","$8.16","$15.11","1,014","27","2","6","02/08/2011","MedsMed","4.7","2.5 x 3 x 2.1 in","Large standard","0.2 lb","Color Name, Size Name"
"B0FCF1LNCS","PHKERATA 12mm Wispy Lash Clusters Natural Cluster Eyelash Extensions DIY Individual Lashes C Curvature Eyelash Clusters for Daily Wear with Soft Lash Band","PHKERATA","Beauty & Personal Care","$29,163.42","3,399","$8.58","$3.97","$4.61","1,026","48","4","1","06/09/2025","hiwonder","4.0","0.55 x 3.74 x 4.09 in","Small standard","0.071 lb","Style Name"
"B0FG7VLJKG","medicube Kojic Acid Turmeric Clarifying & Balancing Capsule Serum for Troubled Skin | Soothing & Brightening Facial Serum | Niacinamide & Glow Capsules for Hydration and Barrier Support | 1.01 fl.oz","medicube","Beauty & Personal Care","$170,270.10","9,009","$18.90","$7.72","$11.18","1,045","6","6","1","07/01/2025","Medicube & Aprilskin","4.6","1.85 x 1.85 x 4.173 in","Large standard","0.309 lb","N.A."
"B0CNCL35CH","Dr.Melaxin Cemenrete Calcium Multi Balm 9g","Dr.Melaxin","Beauty & Personal Care","$301,967.00","13,129","$23.00","$4.44","$18.56","1,061","33","5","1","11/15/2023","Dr.Melaxin_Official","4.2","0.984 x 1.063 x 4.409 in","Large standard","0.077 lb","N.A."
"B09VQ4YDTX","Aveeno Daily Moisturizing Lotion with Oat for Dry Skin  2.5 fl. Oz","Aveeno","Beauty & Personal Care","$185,796.33","20,667","$8.99","$1.71","$7.28","1,070","6","4","3","03/16/2022","I Buy Direct","4.0","1.535 x 1.969 x 7.953 in","Large standard","0.194 lb","Size Name"
"B0FD495S3V","IGK Good Behavior Smoothing Spray 12 oz | Anti-Frizz Heat Protectant with 450°F Protection | Keratin-Like Finish for Sleek  Shiny Hair | Lightweight  Vegan & Color Safe","IGK","Beauty & Personal Care","$877,018.00","15,121","$58.00","$14.68","$43.32","1,112","11","5","3","06/26/2025","Amazon.com","4.3","2.52 x 2.6 x 9.88 in","Large standard","1.041 lb","Size Name"
"B09WK184R2","Didder Gold Tiaras for Women  Red Rhinestones Tiaras and Crowns for Women Elegant Princess Crown with Combs Tiaras for Girls Wedding Crowns for Brides Women's Headbands Prom Birthday Party","Didder","Beauty & Personal Care","$57,543.98","7,202","$7.99","$4.76","$3.23","1,133","16","9","1","03/26/2022","Didder","3.8","1.42 x 4.88 x 5.75 in","Large standard","0.13 lb","Color"
"B0F43XMSD8","Ufree Beard Trimmer for Men  7 in 1 Electric Shavers Razor  Cordless Hair Trimmer  Men's Grooming Kit for Body Hair  Nose  Face & Mustache  Birthday Gifts for Men  Husband Father","Ufree","Beauty & Personal Care","$108,428.31","2,169","$49.99","$13.86","$36.13","1,198","26","7","1","07/13/2025","Ufree Inc","4.7","2.52 x 5.71 x 8.58 in","Large standard","1.459 lb","Color"
"B0DZ45YTRY","Paul Mitchell Shampoo Two  Clarifying Shampoo  Deep Cleanses + Removes Buildup  For All Hair Types  Especially Oily Hair  2.5 fl oz","Paul Mitchell","Beauty & Personal Care","$135,652.50","18,087","$7.50","$4.50","$3.00","1,340","27","6","1","03/03/2025","Amazon.com","4.6","1.26 x 1.457 x 4.409 in","Large standard","0.209 lb","Size Name"
"B0FH33ZW6D","Donna Karan Cashmere Mist Anti-Perspirant Deodorant Stick for Women  Travel Size  1.0 Oz.","Donna Karan Cashmere Mist","Beauty & Personal Care","$287,430.00","13,065","$22.00","$7.97","$14.03","1,356","4","5","1","07/08/2025","Amazon.com","5.0","1.46 x 1.46 x 2.95 in","Large standard","0.13 lb","Size"
"B0F62T9W2D","Dove Bar Soap 6 Count Dragon Fruit for Deep Nourishment for Calm  Replenished Skin 3.75 oz","Dove","Beauty & Personal Care","$130,240.00","11,840","$11.00","$8.16","$2.84","1,412","45","5","1","05/16/2025","Amazon.com","4.4","2.52 x 4.291 x 7.441 in","Large standard","1.543 lb","Scent Name, Size Name"
"B0F9Z3JPF6","SOL DE JANEIRO Spritz & Shine Cheirosa Perfume Mist Set | Amazon Exclusive | Perfume Mist Discovery Set of 4 | Holiday Gift Set | $48 Value","SOL DE JANEIRO","Beauty & Personal Care","$439,596.00","12,211","$36.00","$10.94","$25.06","1,443","2","7","1","09/15/2025","Sol de Janeiro, USA Inc.","4.5","2.28 x 6.06 x 7.01 in","Large standard","0.86 lb","N.A."
"B0B789T5YJ","tarte shape tape creamy concealer – Coverage  Hydrating  Natural Matte Finish Formula for Under Eye  Dark Circles  Fine Lines  Redness & Discoloration  Dermatologist-Tested  Vegan  Cruelty-Free","tarte","Beauty & Personal Care","$268,214.10","20,490","$13.09","$6.63","$6.46","1,574","5","5","1","06/15/2025","Amazon","4.1","0.94 x 3.7 x 4.69 in","Large standard","0.04 lb","Color Name, Configuration"
"B0DL56F449","Beetles Gel Nail Tips Flat-X - Almond Square Medium  320pcs 16 Sizes  Pre-Etched Half Matte Full Cover Soft Acrylic False Nail Tips Press on Easy DIY Nail Extension Salon for Flat & Natural Nail Beds","beetles Gel Polish","Beauty & Personal Care","$34,996.20","4,380","$7.99","$5.85","$2.14","1,585","33","7","1","10/28/2024","beetles Gel Polish","4.2","0.87 x 7.6 x 9.72 in","Large standard","0.399 lb","Pattern Name"
"B0FHQM8L7C","IGK Good Behavior Frizz & Flyaway Hair Taming Wand – Lightweight Gel Control Stick for Smooth  Sleek Hair  Anti-Frizz Styling  0.24 oz","IGK","Beauty & Personal Care","$185,616.00","7,734","$24.00","$8.27","$15.73","1,605","34","7","2","07/16/2025","Amazon.com","4.2","1.181 x 1.22 x 5.591 in","Large standard","0.088 lb","Size"
"B0FN6B47TS","LAURA GELLER NEW YORK Kajal Longwear Kohl Eyeliner Pencil - Denim Kohl - Caffeine and Vitamin E - Smooth & Blendable Liner - Built-In Sharpener","LAURA GELLER NEW YORK","Beauty & Personal Care","$56,352.00","2,348","$24.00","$7.65","$16.35","1,632","23","5","1","08/20/2025","Laura Geller New York","4.7","0.55 x 0.98 x 5.04 in","Small standard","0.04 lb","Color Name"
"B09DV1QL16","BUXOM Full-On Plumping Lip Cream  Hydrating Lip Plumper Gloss with Peptides & Hyaluronic Acid  High-Shine Tinted Formula for Fuller  Softer Lips  Cruelty-Free","Buxom Cosmetics","Beauty & Personal Care","$150,600.00","6,024","$25.00","$8.42","$16.58","1,668","36","8","1","08/27/2021","Buxom (Orveon)","4.5","4.97 x 0.81 x 0.81 in","Large standard","0.15 oz","Color Name"
"B0DF77XRYL","B&Qaugen Black Lash Glue for Eyelash Clusters - Super Strong Hold 48-72 Hours - Waterproof & Lasting for DIY Lash Extension (5ML)","B&Qaugen","Beauty & Personal Care","$15,634.35","1,565","$9.99","$4.08","$5.91","1,849","16","7","1","08/26/2024","Direct from B&Qaugen","3.9","0.59 x 0.67 x 4.69 in","Small standard","0.02 lb","Size"
"B0F8PHFBDV","IGK Antisocial Midnight Silk Bond-Building Dry Hair Mask – No-Rinse Leave-In Treatment with Vegan Silk Protein – Limited Edition Design  5 oz","IGK","Beauty & Personal Care","$361,979.64","9,622","$37.62","$10.53","$27.09","1,894","23","7","3","05/14/2025","Amazon","4.3","1.89 x 1.93 x 6.38 in","Large standard","0.37 lb","Size Name, Style Name"
"B0CSD19FN1","8 Pack Sport Headbands for Women  Elastic Soft Fabric Non-Slip Hair Bands Hair Warp for Daily Workout Yoga Running Sports","Fishinsea","Beauty & Personal Care","$96,958.29","13,871","$6.99","$3.93","$3.06","1,901","25","7","1","01/15/2024","Huihuiyang","4.3","0.63 x 6.57 x 9.21 in","Small standard","0.22 lb","Color"
"B0D5JM8B8L","Lancôme La Vie Est Belle Eau de Parfum - Long Lasting Fragrance with Notes of Iris  Earthy Patchouli  Warm Vanilla & Spun Sugar - Floral & Sweet Women's Perfume - Women's Bundle Set - 0.34 & 3.4 Fl Oz","Lancôme","Beauty & Personal Care","$965,400.00","6,436","$150.00","$28.48","$121.52","2,015","46","6","1","07/01/2024","Lancôme","3.8","2.72 x 4.45 x 7.56 in","Large standard","1.01 lb","Size Name, Style Name"
"B0FHXPF71X","Norelco Philips All-in-One 3000 Series 13 in 1 Trimmer  Beard Styler & Men's Hair Clipper  9 Length Settings & Self-Sharpening Skin-Friendly Blades  MG3919/50","Norelco","Beauty & Personal Care","$528,281.32","26,467","$19.96","$8.97","$10.99","2,204","44","7","1","08/01/2025","Amazon.com","4.3","2.83 x 5.59 x 9.13 in","Large standard","0.71 lb","N.A."
"B0F1MD3C4H","Beetles Blue Gel Nail Polish - Royal Blue Color Gel Polish 15ml Soak Off Uv/LED Nail Lamp Nail Art Design Manicure Salon Diy Home for Women","beetles Gel Polish","Beauty & Personal Care","$70,515.12","10,088","$6.99","$3.93","$3.06","2,212","1","9","1","03/17/2025","beetles Gel Polish","5.0","0.75 x 2.05 x 3.9 in","Small standard","0.15 lb","Color"
"B0FLLDP4TH","THICK FIBER Root Touch Up & Hairline Powder with Brush (LARGE 10g) – Covers Grey Roots  Thinning Hair & Bald Spots – Sweat & Water Resistant Hair Concealer for Women & Men (Dark Brown)","Thick Fiber","Beauty & Personal Care","$361,011.70","10,973","$32.90","$9.60","$23.30","2,246","2","5","1","08/07/2025","THICK FIBER","1.0","2.05 x 2.56 x 5.28 in","Large standard","0.181 lb","Color, Size"
"B0FJY3K7G2","Glitter Spray for Hair and Body - Temporary Gold Glitter Hair-Spray for Women  Hair  Skin and Fabric  Washable Long-Lasting Shimmer Sparkle for Halloween Costume Clothes Festival Rave Makeup  4.06 oz","BEFIVECOK","Beauty & Personal Care","$65,140.74","8,163","$7.98","$4.76","$3.22","2,338","6","9","1","07/31/2025","BEFIVECOK","4.8","2.2 x 2.24 x 6.38 in","Large standard","0.311 lb","Color"
"B0F6TW4SCD","TIRTIR Glide&Hide Blurring Concealer - Creamy texture  Conceals dark circles and wrinkles  Dual formula (liquid tip & balm stick)  Long-lasting wear  Korean Makeup  #7N  0.28 Oz","TIRTIR","Beauty & Personal Care","$119,888.00","7,493","$16.00","$7.07","$8.93","2,386","27","7","1","04/29/2025","TIRTIR. INC","4.3","0.87 x 0.87 x 4.29 in","Large standard","0.071 lb","Color Name"
"B0FH5GZSH4","Purple Hair Spray【Instant Color】【Skin Friendly】【Easy To Clean】【Large Capacity】Temporary Washable Hair Color Spray For Women/Men 4.06 oz，17 Purple","DATANSUN","Beauty & Personal Care","$42,537.42","4,258","$9.99","$4.92","$5.07","2,400","21","7","1","07/19/2025","DATANSUN","4.6","2.13 x 2.2 x 6.46 in","Large standard","0.311 lb","Color"
"B0FH96XJMZ","medicube PDRN Peptide Jelly Gloss Balm | Moisturizing Lip Gloss with Pink Peptide  Hyaluronic Acid  Ceramide & Shea Butter | Clear Gloss with Silver Pearl for a Plump  Glossy Lips | 10g","medicube","Beauty & Personal Care","$80,910.00","4,495","$18.00","$7.37","$10.63","2,429","30","7","1","07/11/2025","Medicube & Aprilskin","4.2","0.91 x 0.91 x 4.53 in","Large standard","0.051 lb","N.A."
"B0FD354L27","Lymphatic Drainage Massager Lymphatic Contour Face Brush Double Chin Reducer Lymphatic Drainage Brush","FLAHOLD","Beauty & Personal Care","$53,066.88","5,312","$9.99","$4.92","$5.07","2,444","27","5","1","06/13/2025","Zhou Guangqu","4.0","1.42 x 4.06 x 4.33 in","Large standard","0.071 lb","N.A."
"B0D9MDV83H","Victoria's Secret PINK Vanilla & Dreamy Fragrance Body Lotion  Notes of Coconut & Caramel (8 oz)","Victoria's Secret","Beauty & Personal Care","$203,110.95","10,181","$19.95","$8.13","$11.82","2,511","38","5","3","07/09/2024","Victoria's Secret","4.6","1.89 x 2.83 x 7.72 in","Large standard","0.571 lb","Scent Name, Size Name"
"B0BRJMYSF6","Victoria's Secret Star Smoked Amber Fragrance Body Lotion For Women 8 Fl Oz (Star Smoked Amber)  Pack of 1","Victoria's Secret","Beauty & Personal Care","$399,678.30","10,017","$39.90","$6.97","$32.93","2,530","20","4","3","10/01/2022","HANNAHS FINE BOUTIQUE","3.8","2 x 2 x 2 in","Large standard","8 oz","Scent Name, Size Name"
"B0FJDYDLC2","Goddvenus Wispy Lash Clusters Manga Natural Anime Eyelashes Cluster C Curl Fairy Lashes Clusters Eyelash Extensions DIY Individual Lashes Extension (10-16mm 120pcs)","Goddvenus","Beauty & Personal Care","$47,348.06","5,338","$8.87","$3.99","$4.88","2,546","6","9","1","07/26/2025","Goddvenus","5.0","0.55 x 4.49 x 5.71 in","Small standard","0.04 lb","Pattern Name"
"B0CKLRHZ6F","Olaplex Nº.4P Blonde Enhancer Purple Toning Shampoo  Repairs  Hydrates  & Brightens All Blonde  Lightened  & Grey Hair  1 Liter","Olaplex","Beauty & Personal Care","$897,696.00","9,351","$96.00","$21.44","$74.56","2,547","22","7","1","10/24/2023","Amazon.com","4.6","3.307 x 3.346 x 9.606 in","Large standard","2.458 lb","Size Name"
"B0DWMRF932","Beetles Hard Gel 8 in 1 60g Clear Scuplted Gel for Nail Extension Sculpting & Overlays High Hardness with Nail Accessories for Professional Use LED & UV Lamp Needed","beetles Gel Polish","Beauty & Personal Care","$149,842.29","9,371","$15.99","$7.54","$8.45","2,549","8","7","1","02/18/2025","beetles Gel Polish","4.8","2.83 x 3.11 x 5.39 in","Large standard","0.6 lb","Color"
"B0F4JLXC69","12 Pcs Stretchy Headbands for Women  Absorbed Sport Headband Soft Twist Knotted Hairbands for Daily Life Yoga Workout (Light Morandi)","Panleding","Beauty & Personal Care","$105,214.68","10,532","$9.99","$5.87","$4.12","2,605","27","7","1","05/23/2025","Panleding","4.4","3.27 x 3.74 x 8.07 in","Large standard","0.529 lb","Color"
"B0DP768KJ2","Cephermer Bangs Hair Clip in Bangs 360°3D Cover Hair Topper Synthetic HairPieces for Women Dark Black Wispy Fake Bangs Toppers for Daily Wear","Cephermer","Beauty & Personal Care","$77,918.02","5,198","$14.99","$6.30","$8.69","2,606","1","7","1","11/28/2024","Cephermer","5.0","0.71 x 6.22 x 9.33 in","Small standard","0.11 lb","Color Name, Size Name"
"B078VR2PHQ","L'Oréal Paris Infallible Pro-Glow Foundation  Natural Beige  1 fl. oz.","L'Oreal Paris","Beauty & Personal Care","$163,921.50","10,950","$14.97","$3.24","$11.73","2,645","34","2","3","05/09/2017","LabelsForLess","4.4","0.866 x 1.772 x 4.606 in","Large standard","0.088 lb","Color Name, Size Name"
"B0F8HGMGW8","Temporary Hair Color Spray  Washable Blue Hair Spray for Women  Men  Kids  One-Day Hair Color Wax Dye  Natural Hair Spray Hair Strong Style for Cosplay  Party  Halloween (Blue 120ml)","Waybesty","Beauty & Personal Care","$51,279.65","5,185","$9.89","$4.91","$4.98","2,651","23","7","1","05/13/2025","Waybesty-US","4.6","2.17 x 2.24 x 6.42 in","Large standard","0.311 lb","Color"
"B0FPPMW694","Siphis 26 inch Long Purple Braiding Hair Pre Stretched Synthetic Braiding hair Extensions for Braids  Purple Hair Extensions for Stage Party Halloween Costume Cosplay","Siphis","Beauty & Personal Care","$95,329.80","5,020","$18.99","$8.39","$10.60","2,658","13","7","2","08/30/2025","siphis","3.7","1.811 x 6.693 x 9.173 in","Large standard","0.441 lb","Color"
"B0DD291YYN","Method Men  Juniper + Sage Body Wash  18oz (Pack of 3)","Method","Beauty & Personal Care","$235,346.31","10,019","$23.49","$11.83","$11.66","2,673","46","5","3","09/01/2024","Amazon.com","4.6","3.937 x 6.575 x 8.74 in","Large standard","4.079 lb","Scent Name"
"B0F28D92RL","CNP Café Lip Butter - Propolis Lipcerin™ 07 Matcha  Hydrating Overnight Manuka Lip Balm & Mask  12hr Long-Lasting Moisture  Korean Skin Care  0.5 fl.oz.","CNP","Beauty & Personal Care","$51,509.04","4,296","$11.99","$6.47","$5.52","2,677","34","7","1","03/24/2025","LG Luxury Official","4.1","1.457 x 1.535 x 2.48 in","Large standard","0.11 lb","Color"
"B0F53DVDGT","Patelai 4 Pieces Round Wide-mouth Leak Proof Plastic Container Jars with Lids for Travel Storage Makeup Beauty Products Face Creams Oils Salves Ointments DIY Making(27 Ounce Black)","Patelai","Beauty & Personal Care","$179,630.70","11,478","$15.65","$9.39","$6.26","2,749","3","7","1","04/16/2025","Heyzane","5.0","3.86 x 7.52 x 11.69 in","Large standard","0.71 lb","Color Name, Size Name"
"B0F4MLJ6MW","ELEMIS Superfood Midnight Facial 15ml  Travel Size  Moisturizer Face Cream  Hydrating Face Moisturizer for Dry Skin  Firming Facial Cream  Camu Camu & Vitamin C Cream","ELEMIS","Beauty & Personal Care","$173,928.00","7,247","$24.00","$8.27","$15.73","2,770","30","7","1","04/12/2025","ELEMIS Skincare","4.2","1.89 x 2.68 x 3.86 in","Large standard","0.13 lb","Size Name"
"B0CTK9YTGS","B&Q DIY Lash Extension Kit 280pcs Individual Lashes Cluster 40D C Curl Eyelash Extension Kit with Bond and Seal and Applicator Tool for Self Application (Set 40D-C-9-16MIX)","B&Qaugen","Beauty & Personal Care","$113,805.39","8,761","$12.99","$7.49","$5.50","2,831","18","9","1","01/30/2024","Direct from B&Qaugen","5.0","0.787 x 6.299 x 9.961 in","Large standard","0.284 lb","Color Name"
"B0F6VSZTZW","Charlotte Tilbury Lip Cheat Lip Liner Pencil - Gives Lips a Fuller-Looking  Defined Pout - Enriched with Jojoba Oil & Hyaluronic Acid - Waterproof  Smudge-Proof & Transfer-Proof - Pillow Talk Deep","Charlotte Tilbury","Beauty & Personal Care","$196,092.00","7,542","$26.00","$7.95","$18.05","2,888","35","7","1","04/29/2025","Amazon.com","4.4","0.47 x 0.75 x 6.06 in","Small standard","0.02 lb","Color Name"
"B0FF44M33F","BTArtbox French Tips Press On Nails - Blood Drip  Bloody Short Almond Halloween Press On Nails with Glue for Women  Soft Gel Glue On Nails in 16 Sizes - 32 Stick On Nails Kit","BTArtbox","Beauty & Personal Care","$110,027.19","6,881","$15.99","$6.45","$9.54","3,031","45","9","1","06/23/2025","BTArtbox","4.8","0.75 x 2.4 x 4.96 in","Small standard","0.09 lb","Color"
"B0F1S3LKTN","Bontip Glass Spray Bottle  Black Glass Spray Bottle Set & Accessories Refillable for Plants Window Cleaners Aromatherapy Facial hydration Watering Flowers Hair Care (2 Pack/16oz) (Black)","Bontip","Beauty & Personal Care","$129,001.79","9,221","$13.99","$8.46","$5.53","3,048","8","7","1","03/18/2025","VIEERINN","4.8","3.46 x 6.54 x 8.62 in","Large standard","1.431 lb","Color Name, Size Name"
"B0FNYGTSWV","Pack of 2 Lymphatic Contour Face Brush-Facial Dry Brush-Lymphatic Drainage Massager Soft Dry Brushing Beauty Tool for Jawline  Chin & Facial Sculpting Designed to Fit Precisely (2 pc)","Puur House","Beauty & Personal Care","$51,925.36","3,464","$14.99","$7.14","$7.85","3,116","27","7","1","08/27/2025","Puur House","4.5","1.14 x 3.58 x 5.24 in","Large standard","0.291 lb","Color"
"B0DGXMZZ43","RELANOR Pack of 9 Travel Bottle Set - TSA Approved Leakproof Toiletry Kit - Perfect For Travel  Toners  Skincare  and Cosmetics","RELANOR","Beauty & Personal Care","$133,830.72","8,928","$14.99","$7.79","$7.20","3,135","9","5","1","09/13/2024","AusHawk","4.4","2.2 x 6.02 x 7.95 in","Large standard","0.37 lb","Size"
"B0F7JV955B","First Aid Beauty Smooth + Juicy Body Scrub Kit: KP Bump Eraser Body Scrub with 10% AHA  Daily Exfoliation Keratosis Pilaris Set to Help Reduce Chicken Skin Bumps; Strawberry  Peach  & Original (2 oz)","First Aid Beauty","Beauty & Personal Care","$238,420.00","8,515","$28.00","$9.34","$18.66","3,240","1","7","1","06/01/2025","FIRST AID BEAUTY","5.0","1.535 x 5.551 x 5.591 in","Large standard","0.507 lb","Scent Name, Size Name"
